Title,Year,Publication,Score,Critic,Snippet,Date Written
On Becoming a Guinea Fowl,2025,Collider,80,Jeff Ewing,"It's anchored by a wonderful central performance from Susan Chardy, who finds layers of nuance in Shula as her anger over the situation bubbles to the surface. It's an excellent film, and a strong display of talent across the board.","Mar 12, 2025"
On Becoming a Guinea Fowl,2025,Austin Chronicle,78,Richard Whittaker,"From the moment Shula first appears in On Becoming a Guinea Fowl, director Rungano Nyoni lets the quiet charisma of actress Susan Chardy subtly dominate the screen.","Mar 21, 2025"
On Becoming a Guinea Fowl,2025,Slant Magazine,75,Greg Nussen,Rugano Nyoni’s critique of her native country’s gender-based discrimination is as acerbic as it is unforgiving.,"Oct 7, 2024"
On Becoming a Guinea Fowl,2025,Screen Daily,70,Wendy Ide,"On Becoming A Guinea Fowl is a formally daring picture that blends fantasy, stylised drama and elements of black comedy to explore the societal pressures that rewrite the truth.","May 18, 2024"
On Becoming a Guinea Fowl,2025,Screen Rant,70,Patrice Witherspoon,"It isn’t just stellar filmmaking, it’s necessary viewing for those of us aching to break the cycle of abuse.","Sep 9, 2024"
On Becoming a Guinea Fowl,2025,The Guardian,60,Peter Bradshaw,"While it’s such an intriguing idea, an almost absurdist scrutiny of what avoidance looks like and how families choreograph their collective denial, there is something a little bit contrived in it and, though always engaged, I found myself longing for some outright passion or rage or confrontation.","May 18, 2024"
My Dead Friend Zoe,2025,Film Threat,100,Jason Delgado,"To be able to understand these universal experiences on a deeper level because of this film is a true gift. Even if you don’t have a Zoe, just know that you’re never truly alone.","Feb 26, 2025"
My Dead Friend Zoe,2025,Original-Cin,91,John Kirk,"A semi-autobiographical and powerfully moving story by Kyle Hausmann-Stokes, My Dead Friend Zoe is inaccurately described as a “dark comedy” or as a “buddy film”.","Feb 24, 2025"
My Dead Friend Zoe,2025,Collider,90,Matt Donato,"My Dead Friend Zoe opens wounds and douses them in peroxide — the immediate sensation stings, but eventually cleanses and soothes.","Mar 15, 2024"
My Dead Friend Zoe,2025,Arizona Republic,90,Bill Goodykoontz,"Hausmann-Stokes won’t let the film get sappy; Martin-Green and Harris ensure it. Instead, it’s an unflinching look at a health crisis, a film that arrives at what it’s trying to say through unconventional means, and is all the more effective for it.","Feb 24, 2025"
My Dead Friend Zoe,2025,Chicago Sun-Times,88,Richard Roeper,"Some of the resolutions of this myriad of conflicts and issues are perhaps a bit too tidy, but this is a richly layered and truly moving set piece, with a smart and insightful screenplay and great performances from the ensemble cast.","Feb 26, 2025"
My Dead Friend Zoe,2025,RogerEbert.com,88,Christy Lemire,"This is a persuasive piece of advocacy filmmaking, tucked inside a playful and profane comedy about female friendship. You’ll laugh. You’ll cry.","Feb 28, 2025"
My Dead Friend Zoe,2025,Variety,80,Peter Debruge,"Hausmann-Stokes’ message is simple, and his movie is a perfect place to start: Take an interest in our veterans.","Mar 15, 2024"
My Dead Friend Zoe,2025,Austin Chronicle,78,Kimberley Jones,"Inspired by writer-director Kyle Hausmann-Stokes’ own experiences in the Army, including combat in Iraq, My Dead Friend Zoe tackles PTSD head-on with humor and empathy.","Feb 27, 2025"
My Dead Friend Zoe,2025,IndieWire,75,Proma Khosla,"It’s a visceral look at the veteran experience and the kinds of loss we can’t easily describe or process, and the isolation that comes with that.","Mar 15, 2024"
My Dead Friend Zoe,2025,San Francisco Chronicle,75,Bob Strauss,"Fundamentally, though, “My Dead Friend Zoe” is a tricky story told exceedingly well. It earns our attention — and a few salutes.","Feb 24, 2025"
My Dead Friend Zoe,2025,Movie Nation,75,Roger Moore,Perhaps only an Iraq War combat vet would dare to tackle Post Traumatic Stress Disorder with the sort of sarcasm and gallows humor of My Dead Friend Zoe.,"Feb 26, 2025"
My Dead Friend Zoe,2025,The Associated Press,75,Jake Coyle,"The movie’s earnestness carries it through these less smooth moments. So does the cast. Any opportunity to see Freeman or Harris, still at the top of their games, is a chance to be treasured.","Feb 26, 2025"
My Dead Friend Zoe,2025,Washington Post,75,Ty Burr,"My Dead Friend Zoe is straightforward as filmmaking and it’s fairly obvious as therapy, but it comes from a place of deep respect and deeper love, and everyone here honors that.","Feb 27, 2025"
My Dead Friend Zoe,2025,ABC News,75,Peter Travers,"Forget the silly title. There’s a world of hurt behind the laughs in this emotional powerhouse as therapist Morgan Freemen treats a PTSD soldier (a very fine Sonequa Martin-Green), home from Afghanistan but still talking to the scrappy ghost of her army bestie (Natalie Morales).","Feb 28, 2025"
My Dead Friend Zoe,2025,The New York Times,70,Alissa Wilkinson,"Most of the filmmaking in My Dead Friend Zoe feels workmanlike, proficient and straightforward in its storytelling — a promising feature debut for Hausmann-Stokes. The film’s best feature is its performances from a uniformly excellent cast.","Feb 27, 2025"
My Dead Friend Zoe,2025,TheWrap,69,William Bibbiani,"My Dead Friend Zoe' is a noble film, seemingly honest and open. It’s not a terribly exciting one, and it struggles to justify its modest length, but plot isn’t everything.","Mar 4, 2025"
My Dead Friend Zoe,2025,The Daily Beast,68,Allegra Frank,"It’s a film that could easily veer into manipulative territory in lesser hands, but Hausmann Stokes transforms this personal and devastating story into something deeper, sweeter, and funnier than it may initially seem.","Apr 3, 2024"
My Dead Friend Zoe,2025,Paste Magazine,67,Tara Bennett,"Although Morales is an improv queen, the overriding gravitas of Hausmann-Stokes’ direction makes most of the intended comedy wither and land with a dull thud. However, there are some solid performances from the whole cast, and the opportunity to platform this topic is a plus, and in some cases, likely vital to veterans who will watch it.","Feb 28, 2025"
My Dead Friend Zoe,2025,The Hollywood Reporter,60,Lovia Gyarkye,"The vigilance of the character building doesn’t translate to the narrative. The story at the center of My Dead Friend Zoe — a young woman suffering from PTSD and tasked with caring for her aging grandfather — is oddly unyielding, never relaxing enough to fully engage or move us.","Mar 15, 2024"
My Dead Friend Zoe,2025,Wall Street Journal,30,Kyle Smith,"Mr. Hausmann-Stokes hopes to keep the movie darkly comic until pivoting to a final, emotional payoff, but the mawkish late scenes are even more inept than the supposedly funny ones, as the director stages tearful hugs accompanied by soapy attempts at emotional dialogue.","Feb 28, 2025"
Superboys of Malegaon,2025,RogerEbert.com,88,Matt Zoller Seitz,"Superboys of Malegaon, about film buffs obsessing over films and then making one of their own, is one of the most accessible and entertaining movies about the creative urge that you’ll see.","Feb 28, 2025"
Superboys of Malegaon,2025,The Guardian,80,Peter Bradshaw,"There is terrific fun, charm and storytelling energy in Superboys of Malegaon, and it settles on an interesting theme: very rarely indeed does a new film-maker find success with a completely original work.","Oct 15, 2024"
Superboys of Malegaon,2025,Movie Nation,75,Roger Moore,"A tale that touches and tickles and exposes us to the trials of other lives in a very different part of the world, it’ll make you glad you showed up to read the subtitles.","Mar 4, 2025"
Superboys of Malegaon,2025,IndieWire,75,Proma Khosla,“Superboys” is dedicated to those who devour and admire great movies rather than those who make them — and quickly shows that the line between those two categories can be breached if you’re brave enough.,"Mar 6, 2025"
Superboys of Malegaon,2025,Variety,70,Siddhant Adlakha,"Although the film, which is based on real events, often tries to cover too much ground, it continually circles back to the idea that people must see themselves reflected in art, not just out of want, but out of deep desire stemming from need, in order to live with dignity.","Sep 16, 2024"
Superboys of Malegaon,2025,The New York Times,70,Lisa Kennedy,This tale — inspired by the 2008 documentary “Supermen of Malegaon” — succeeds most as a touching tribute to friendship.,"Feb 27, 2025"
Superboys of Malegaon,2025,TheWrap,60,Elizabeth Weitzman,"The actors are so committed, and the script so heartfelt, you’d have to be a villain to resist this group’s superpowered sincerity.","Jan 30, 2025"
Superboys of Malegaon,2025,The Observer (UK),60,Wendy Ide,"Reema Kagti’s fiction feature gets a little bogged down in the tension between the friends, resulting in a marked dip in energy in the second hour. But the (literally) uplifting final act raises the roof and, through rudimentary green-screen technology, some of the cast.","Mar 10, 2025"
Art Spiegelman: Disaster Is My Muse,2025,RogerEbert.com,100,Glenn Kenny,"Directed by Molly Bernstein and Philip Dolin, “Art Spiegelman: Disaster Is My Muse” is a remarkably cogent and compelling presentation not just of Spiegelman’s life story but also his personality and art.","Feb 24, 2025"
Art Spiegelman: Disaster Is My Muse,2025,The Hollywood Reporter,60,Daniel Fienberg,"The documentary is generally engaging, and putting Spiegelman in a spotlight will always be worthwhile. But Disaster Is My Muse is in the shadow of Crumb, in the shadow of Maus and just a little bit behind the times, in various disappointing ways.","Feb 18, 2025"
Art Spiegelman: Disaster Is My Muse,2025,The New York Times,60,Manohla Dargis,"Everyone is engaging, the art is magnificent and the whole thing pleasant, if overly cozy and hagiographic. That’s too bad. Then again — with “Maus” and his other work — Spiegelman has already produced his definitive biography.","Feb 20, 2025"
Compensation,2025,The New York Times,100,Lisa Kennedy,Compensation brims with insights and ideas.,"Feb 20, 2025"
Compensation,2025,RogerEbert.com,100,Robert Daniels,"Compensation, director Zeinabu irene Davis’ masterpiece, is a film guided by the desire to represent facets of Black life and history left relatively unexplored.","Feb 21, 2025"
Compensation,2025,The New Yorker,100,Richard Brody,"The great power of the movie, beyond the passionate specifics of its romantic dramas, is in the distillation of an enormous vision of historical unity.","Feb 21, 2025"
Compensation,2025,Slant Magazine,100,Jake Cole,Compensation deftly uses intimate methods of character identification to encourage the viewer to imbibe the larger history lived through those figures.,"Feb 26, 2025"
Universal Language,2025,New York Magazine (Vulture),100,Bilge Ebiri,"Universal Language is a magnificent film, one that feels warm and familiar even as we realize just how startlingly original it is.","May 25, 2024"
Universal Language,2025,Original-Cin,100,Liam Lacey,"In short, Universal Language is something of bag of mixed nuts, a Frankenfilm, a cinematic turducken, with comic non-sequiturs and sight gags linked by three narrative strands.","Feb 6, 2025"
Universal Language,2025,RogerEbert.com,100,Monica Castillo,"Co-written by Rankin, Nemati, and Ila Firouzabadi, “Universal Language” is delightfully absurdist, with little moments in each story that both make sense yet defy expectations.","Feb 14, 2025"
Universal Language,2025,Rolling Stone,100,David Fear,"There is no single category that you can slot Rankin’s mix of a wink, a nudge and an embrace into, so we guess “lo-fi masterpiece” will have to do until a better option comes along.","Feb 14, 2025"
Universal Language,2025,The Globe and Mail (Toronto),95,Barry Hertz,"Universal Language is a film flooded with sorrow and spirit, discombobulating surrealism and comforting sentimentality.","Jan 21, 2025"
Universal Language,2025,The Film Stage,91,Rory O'Connor,"Everything from the film’s humanist energies, down to the timbre of the dialogue, rings like an endearing, never-labored homage to Persian cinema.","May 25, 2024"
Universal Language,2025,Collider,90,Jason Gorber,"The story navigates the fine line between community pride and nationalistic zeal, providing lessons for a future while admitting to the existential futility of it all. We can shift our perspective, but every time we do, things stay pretty much the same.","Sep 17, 2024"
Universal Language,2025,The New York Times,90,Alissa Wilkinson,"It’s a pensive meditation in an era of displacement, even if the film never tries to make a big point. The mood is palpable, and the meditation legible, even if Winnipeg and Iranian cinema are to you as remote as a chilly winter moon.","Feb 13, 2025"
Universal Language,2025,Paste Magazine,90,Jim Vorel,The characters of Universal Language somehow leave you feeling better about humanity than you did before viewing it.,"Feb 14, 2025"
Universal Language,2025,The Associated Press,88,Jake Coyle,"Rankin’s film, his second following the also surreal “Twentieth Century” (2019), is propelled less by narrative thrust than the abiding oddity of its basic construction, and the movie’s slavish devotion to seeing it through without a wink.","Feb 18, 2025"
Universal Language,2025,IndieWire,83,David Ehrlich,"Universal Language is first and foremost a testament to the shared artifice of all filmic storytelling, and to the singular realities it’s able to bring alive in turn.","May 25, 2024"
Universal Language,2025,The Daily Beast,83,Nick Schager,An off-kilter creation that feels like the wacko offspring of Aki Kaurismäki and Abbas Kiarostami’s cinemas.,"Oct 9, 2024"
Universal Language,2025,The A.V. Club,83,Jacob Oller,"To further dig into Rankin’s blending of the goofily left-field and the openly earnest, the message persisting through the dry punchlines is that to care for your neighbor, to care for all the oddities of home, is to care for yourself.","Feb 12, 2025"
Universal Language,2025,Variety,80,Peter Debruge,"Rankin may have conceived Universal Language in the spirit of homage, but there’s something undeniably original about the end result. Don’t be surprised if that translates into a modest cult following and more creative ideas in the future.","May 25, 2024"
Universal Language,2025,Film Threat,80,Andy Howell,"The film is so gloriously absurd that we are mainly driven through the narrative by the continuous reveal of new elements in this bizarre and hilarious universe. Still, when everything does come together at the end, there are some emotional payoffs that sneak up on you like a wandering turkey.","Oct 11, 2024"
Universal Language,2025,The Hollywood Reporter,80,Jordan Mintzer,"Rankin seems to be seeking out the universal language of cinema itself. In his own very weird way he manages to find it, turning an everyday place into something momentarily special — which is what all good movies are meant to do.","Feb 14, 2025"
Universal Language,2025,TheWrap,80,Chase Hutchinson,"It’s a film whose magnificence sneaks up on you, delighting in plenty of clever silliness before hitting you with a succession of somber scenes that lay you flat.","Feb 14, 2025"
Universal Language,2025,Los Angeles Times,80,Amy Nicholson,"The tone is dry and spartan — and funny, too, if you don’t mind snorting at someone whose sons died in a marshmallow-eating competition, or giggling over the sobs of a worker weeping in a cubicle for reasons that go unexplained.","Feb 14, 2025"
Universal Language,2025,The Film Verdict,75,Stephen Dalton,"Blending autobiographical elements with heartfelt homages to Iranian cinema, writer-director Matthew Rankin's charmingly surreal comic fable reimagines Canada as a Farsi-speaking dreamland.","May 25, 2024"
Universal Language,2025,Slant Magazine,75,David Robb,"Though juxtaposing Canada’s drabness and relative lack of heritage with Iran’s millennia of unbroken tradition brings out the former aspects particularly clearly, Universal Language is aiming beyond mere satire or culture-clash playfulness.","Sep 8, 2024"
Universal Language,2025,Washington Post,75,Ty Burr,"It is as far from the commercial mainstream as narrative filmmaking gets, but for connoisseurs of the poetic bizarre, it has its very real enchantments.","Feb 28, 2025"
Universal Language,2025,The New Yorker,70,Justin Chang,"[Rankin’s] film, at its best when it expresses a sincere belief in the possibilities of human connection, can feel trapped in the margins of its conceit, short-circuited by movie love.","Feb 13, 2025"
Universal Language,2025,Screen Daily,60,Fionnuala Halligan,You could call it whimsical. Absurdist. Contrived. Or an unexpectedly unusual concept album that doesn’t quite come off but was worth the effort. And you would be correct every time.,"May 25, 2024"
Universal Language,2025,Wall Street Journal,50,Kyle Smith,"The oblique nature of the final act might perhaps be justified if the rest of the movie were better. As it is, I kept thinking, “I guess that’s funny, in a way” rather than actually laughing at any of Mr. Rankin’s aggressively whimsical notions.","Feb 14, 2025"
The Annihilation of Fish,2025,RogerEbert.com,100,Robert Daniels,"At every turn, “The Annihilation of Fish” is wonderfully surprising.","Feb 10, 2025"
The Annihilation of Fish,2025,Los Angeles Times,90,Tim Grierson,"To experience this film is to be overcome with melancholy. The love story’s fragility makes such a sentiment inescapable, but so is the sight of so many faces who are no longer with us.","Feb 21, 2025"
The Annihilation of Fish,2025,Film Threat,90,Benjamin Franz,It’s a most humane and beautiful story.,"Mar 18, 2025"
The Annihilation of Fish,2025,Film Threat,80,Merle Bertrand,"Romantic comedies have become something of a tired staple in indie filmmaking, these days. Yet, odd as it may seem, it's the unlikely interracial geriatric chops on display in The Annihilation of Fish that breathe new life into the genre.",
The Annihilation of Fish,2025,Chicago Tribune,75,Michael Phillips,"The movie’s a rom-com at heart, but there is no other one like it.","Mar 21, 2025"
The Annihilation of Fish,2025,L.A. Weekly,70,F. X. Feeney,"The love that grows between Fish and Poinsettia could have turned treacly in the wrong hands, but director Charles Burnett -- has the direct observational style of the silent masters.",
The Annihilation of Fish,2025,Movie Nation,63,Roger Moore,"Three great performers committing to their parts will always be a pleasure, and the fact that each was beloved by generations makes this dramedy an easy sell for most film buffs.","Feb 21, 2025"
The Annihilation of Fish,2025,New Times (L.A.),30,Andy Klein,"An amusing trifle. There are few comic staples less convincing or more timeworn than charming lunatics in love, and the only thing that lifts this film beyond TV-movie quality is Jones' performance.",
The Annihilation of Fish,2025,Variety,10,Todd McCarthy,A minnow of a movie. A drear moment in the careers of all concerned.,
Becoming Led Zeppelin,2025,RogerEbert.com,100,Glenn Kenny,"If you’re someone who treasures the music of Led Zeppelin more than you’re interested in the legend—or the gossip, or the dirt, or whatever you want to call it—of Led Zeppelin, this movie is absolutely for you. I’m one of those people, and I ate it up.","Feb 7, 2025"
Becoming Led Zeppelin,2025,Consequence,83,Spencer Kaufman,"Becoming Led Zeppelin is a fascinating look at the creation of one of the greatest rock acts to ever exist. Led Zeppelin were truly a band where each of the four members played a vital part in its success, and that’s on full display throughout the film.","Feb 7, 2025"
Becoming Led Zeppelin,2025,NME,80,James Mottram,"True, Becoming Led Zeppelin is never going to do anything but celebrate, given it’s an authorised take on the band. But there’s warmth and good humour here.","Feb 12, 2025"
Becoming Led Zeppelin,2025,The Hollywood Reporter,70,John DeFore,"For a casual fan who knows the band largely for swagger and self-indulgence, Bernard MacMahon’s Becoming Led Zeppelin is an eye-opening delight — a visit with charming old men who modestly recall the music-drunk paths they took to forming the defining band of the classic-rock ’70s.","Sep 5, 2021"
Becoming Led Zeppelin,2025,TheWrap,70,Steve Pond,"If you’re a diehard fan, you’ll probably glory in what the film delivers and wish there were more of it; if you’re not, you may find yourself power-chorded into submission sometime before the 2-hour and 17-minute running time comes to an end.","Sep 5, 2021"
Becoming Led Zeppelin,2025,Variety,60,Owen Gleiberman,"Becoming Led Zeppelin is full of essential stuff, but on some level it feels like a Led Zeppelin infomercial.","Sep 5, 2021"
Becoming Led Zeppelin,2025,The Guardian,60,Peter Bradshaw,"Overall, this is a likable and well-researched film, but there is something unsatisfying in ignoring the band’s later stages. Perhaps Part II is in the works.","Feb 6, 2025"
Becoming Led Zeppelin,2025,The Times,60,Will Hodgkinson,"If you want to soak in what amounts to a concert film with an origin story, Becoming Led Zeppelin is sonically impressive and visually arresting.","Feb 7, 2025"
Becoming Led Zeppelin,2025,IndieWire,50,Nicholas Barber,"Like all of the best rock docs, it will make you want to listen to the band’s albums. But after the second hour has come and gone, you might decide that you’ve listened enough, after all.","Sep 5, 2021"
Becoming Led Zeppelin,2025,Movie Nation,50,Roger Moore,"If Led Zeppelin’s place in the culture outlives them, later films will plumb the depths of their “real” experience of fame, success, sex, drugs and rock’n roll. This is the coffee picture table book version.","Feb 10, 2025"
Becoming Led Zeppelin,2025,Los Angeles Times,50,Joshua Rothkopf,"A timid, far-from-revelatory film, authorized by the three surviving Zeppelin vets and graced by their presence in new interviews that give off the faint scent of impatience.","Feb 18, 2025"
Becoming Led Zeppelin,2025,The Playlist,42,Marshall Shaffer,This bloated documentary will not create any new fans of Led Zeppelin because MacMahon caters exclusively to the group’s superfans.,"Sep 5, 2021"
Heart Eyes,2025,Original-Cin,91,Thom Ernst,"Despite some impressive kills and a respectable body count, Heart Eyes is more romcom than slasher. However, it's a genre mishmash that creates a wholly unexpected delight. Imagine Jason Voorhees stumbling onto the set of Sleepless in Seattle or an entry in the Scream franchise directed by Garry Marshall.","Feb 6, 2025"
Heart Eyes,2025,RogerEbert.com,88,Peyton Robinson,"Heart Eyes is a raving good time. As a Valentine’s Day flick and a horror picture, it lands for fans of all kinds: those who seek warmth, wrath, or both.","Feb 5, 2025"
Heart Eyes,2025,TheWrap,88,William Bibbiani,"Heart Eyes seems destined to become a Valentine’s Day favorite, that rare horror movie with a great and charming love story, and that even rarer romantic comedy with a great and savage serial killer.","Feb 7, 2025"
Heart Eyes,2025,IndieWire,83,Alison Foreman,This nutty blend of hyper-violence and one-liners is a dark comedic delicacy.,"Feb 6, 2025"
Heart Eyes,2025,Variety,80,Courtney Howard,"Thoroughly self-aware (perhaps to a fault), stocked with self-reflexive gags and gorily-orchestrated kills, the picture is endearing with its delightfully zippy charms.","Jan 31, 2025"
Heart Eyes,2025,Empire,80,Ian Freer,"An affectionate bloody valentine to both romcoms and horror, Heart Eyes is a like a Hinge date from hell. Smart, funny, intense; swipe right.","Feb 14, 2025"
Heart Eyes,2025,Austin Chronicle,78,Richard Whittaker,"Broad, sharp, hysterical, witty, and perfect for everyone who likes their Valentine’s hearts with candy or carved, still beating out of their chest.","Feb 6, 2025"
Heart Eyes,2025,Washington Post,75,Jen Yamato,"As the tropes pile up faster than tears in a Nicholas Sparks novel, so do the bodies, dispatched in increasingly inventive and grisly ways.","Feb 5, 2025"
Heart Eyes,2025,USA Today,75,Brian Truitt,"Heart Eyes is tastier than a box of candy hearts, unleashes some highly entertaining kills and sticks mostly to its genre scripts. But if it drags even one horror-hating significant other over to the dark side, that’s a bloody win.","Feb 6, 2025"
Heart Eyes,2025,Paste Magazine,73,Jesse Hassenger,"Heart Eyes can’t help but swoon at the rich tradition of slashers serving as first-date fodder. It’s not especially scary, but it’s a thrill all the same.","Feb 10, 2025"
Heart Eyes,2025,Collider,70,Aidan Kelley,"The two leads are so charming, the jokes are genuinely funny, and the kills are delightfully gorey.","Jan 31, 2025"
Heart Eyes,2025,Slant Magazine,63,Justin Clark,"Heart Eyes is a slasher movie first, and a gnarly one at that, with some imaginative, seat-shiftingly gruesome kills, and some particularly ominous set pieces.","Feb 1, 2025"
Heart Eyes,2025,The Seattle Times,63,Mark Meszoros,"Overall, Heart Eyes has a winning formula, but maybe don’t expect it to sweep you off your feet.","Feb 5, 2025"
